AppID,Name,Release date,Estimated owners,Price,Supported languages,Metacritic score,User score,Positive,Negative,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Steam score,Lower,Upper,Earnings Range
512790,Quern - Undying Thoughts,"Nov 28, 2016",100000 - 200000,24.99,"['English', 'French', 'Hungarian', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'Polish', 'Simplified Chinese']",83,0,2589,222,2642,302,322,Zadbox Entertainment,Zadbox Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud","Adventure,Indie",92,100000,200000,"(2499000.0, 4998000.0)"
204030,Fable - The Lost Chapters,"Dec 19, 2011",500000 - 1000000,9.99,"['English', 'French', 'German', 'Italian', 'Japanese', 'Simplified Chinese', 'Spanish - Spain', 'Traditional Chinese']",83,0,6327,529,6114,589,177,Lionhead Studios,Xbox Game Studios,Single-player,"Action,Adventure,RPG",92,500000,1000000,"(4995000.0, 9990000.0)"
10090,Call of Duty: World at War,"Nov 18, 2008",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",83,0,38439,3363,35258,2558,1002,Treyarch,Activision,"Single-player,Multi-player,Co-op",Action,92,2000000,5000000,"(39980000.0, 99949999.99999999)"
394360,Hearts of Iron IV,"Jun 6, 2016",2000000 - 5000000,39.99,"['English', 'French', 'German', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",83,0,175219,15155,138424,12245,3917,Paradox Development Studio,Paradox Interactive,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Simulation,Strategy",92,2000000,5000000,"(79980000.0, 199950000.0)"
95400,ibb & obb,"May 26, 2014",500000 - 1000000,11.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Turkish', 'Polish', 'Japanese', 'Simplified Chinese']",83,0,5064,469,3132,220,160,"Sparpweed,Codeglue",Sparpweed,"Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Adventure,Indie",92,500000,1000000,"(5995000.0, 11990000.0)"
394510,HELLDIVERS™ Dive Harder Edition,"Dec 7, 2015",1000000 - 2000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Swedish', 'Danish', 'Finnish', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Traditional Chinese', 'Dutch', 'Korean', 'Simplified Chinese', 'Spanish - Latin America']",83,0,20432,1898,17332,909,385,Arrowhead Game Studios,PlayStation PC LLC,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Valve Anti-Cheat enabled,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Action,92,1000000,2000000,"(19990000.0, 39980000.0)"
1382070,Viewfinder,"Jul 18, 2023",50000 - 100000,24.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Arabic', 'Spanish - Latin America']",83,0,1136,94,1288,0,0,Sad Owl Studios,Thunderful Publishing,"Single-player,Steam Achievements,Full controller support","Adventure,Indie",92,50000,100000,"(1249500.0, 2499000.0)"
243970,"Invisible, Inc.","May 12, 2015",500000 - 1000000,19.99,['English'],82,0,4701,419,4468,215,110,Klei Entertainment,Klei Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Action,Indie,Strategy",92,500000,1000000,"(9995000.0, 19990000.0)"
449610,Monster Boy and the Cursed Kingdom,"Jul 25, 2019",50000 - 100000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Russian', 'Korean', 'Simplified Chinese', 'Polish']",82,0,1642,151,1631,252,348,Game Atelier,FDG Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",92,50000,100000,"(1499500.0, 2999000.0)"
35130,Lara Croft and the Guardian of Light,"Sep 28, 2010",500000 - 1000000,9.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",82,0,3662,340,2932,217,130,Crystal Dynamics,Square Enix,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together","Action,Adventure",92,500000,1000000,"(4995000.0, 9990000.0)"
415200,Motorsport Manager,"Nov 9, 2016",500000 - 1000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Portuguese - Brazil', 'Dutch', 'Hungarian']",81,0,10633,968,9311,3758,1030,Playsport Games,SEGA,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Racing,Simulation,Sports,Strategy",92,500000,1000000,"(9995000.0, 19990000.0)"
495280,Disgaea 2 PC,"Jan 30, 2017",100000 - 200000,19.99,"['English', 'Japanese']",81,0,1187,107,1148,344,174,"Nippon Ichi Software, Inc.","NIS America, Inc.","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",RPG,92,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
34030,Total War: NAPOLEON – Definitive Edition,"Feb 25, 2010",1000000 - 2000000,24.99,"['Czech', 'English', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",81,0,17569,1552,11721,3389,542,"CREATIVE ASSEMBLY,Feral Interactive (Mac)","SEGA,Feral Interactive (Mac)","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Stats",Strategy,92,1000000,2000000,"(24990000.0, 49980000.0)"
65540,Gothic 1,"Mar 15, 2001",500000 - 1000000,9.99,"['English', 'German', 'Spanish - Spain', 'Polish']",81,0,9119,807,7203,835,137,Piranha Bytes,THQ Nordic,Single-player,"Action,RPG",92,500000,1000000,"(4995000.0, 9990000.0)"
1139900,Ghostrunner,"Oct 27, 2020",1000000 - 2000000,29.99,"['English', 'French', 'Italian', 'German', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Traditional Chinese', 'Spanish - Spain', 'Ukrainian']",81,0,38750,3491,31796,499,479,"One More Level,3D Realms,Slipgate Ironworks™,All in! Games",505 Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,92,1000000,2000000,"(29990000.0, 59980000.0)"
1225560,Unravel,"Jun 4, 2020",200000 - 500000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",81,0,2626,234,2005,624,836,Coldwood Interactive,Electronic Arts,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure",92,200000,500000,"(3997999.9999999995, 9995000.0)"
107800,Rochard,"Nov 15, 2011",200000 - 500000,0.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Dutch', 'Czech', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Hungarian']",81,0,1579,140,931,29,44,Recoil Games,,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Casual,Indie",92,200000,500000,"(0.0, 0.0)"
275390,Guacamelee! Super Turbo Championship Edition,"Aug 21, 2014",5000000 - 10000000,4.99,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Latin America']",80,0,5507,447,2031,182,67,DrinkBox Studios,DrinkBox Studios,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie",92,5000000,10000000,"(24950000.0, 49900000.0)"
268400,Panzer Corps Gold,"Mar 12, 2014",200000 - 500000,29.99,"['English', 'German', 'Russian', 'French']",80,0,1997,173,1760,177,204,"Flashback Games,The Lordz Games Studio",Slitherine Ltd.,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Includes level editor",Strategy,92,200000,500000,"(5998000.0, 14995000.0)"
332200,Axiom Verge,"May 14, 2015",200000 - 500000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese']",80,0,4480,389,4360,286,289,Thomas Happ Games LLC,Thomas Happ Games LLC,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Adventure,Indie",92,200000,500000,"(3997999.9999999995, 9995000.0)"
588950,Kingsway,"Jul 18, 2017",100000 - 200000,9.99,['English'],80,0,1230,110,1153,561,675,Andrew Morrish,Adult Swim Games,"Single-player,Steam Achievements","Adventure,RPG,Simulation",92,100000,200000,"(999000.0, 1998000.0)"
429660,Tales of Berseria™,"Jan 26, 2017",500000 - 1000000,7.49,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']",80,0,14020,1170,11546,1707,857,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,RPG",92,500000,1000000,"(3745000.0, 7490000.0)"
711540,Lonely Mountains: Downhill,"Oct 23, 2019",50000 - 100000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Polish', 'Turkish']",80,0,1502,122,1385,75,78,Megagon Industries,Thunderful Publishing,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie,Racing,Simulation,Sports",92,50000,100000,"(499500.0, 999000.0)"
814370,Monster Sanctuary,"Dec 8, 2020",200000 - 500000,6.79,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Italian', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil']",80,0,6070,495,5527,1419,1181,moi rai games,Team17,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Action,Adventure,Indie,RPG,Strategy",92,200000,500000,"(1358000.0, 3395000.0)"
601430,The Evil Within 2,"Oct 12, 2017",1000000 - 2000000,39.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Korean', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']",80,0,20269,1665,13333,850,730,Tango Gameworks,Bethesda Softworks,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Adventure",92,1000000,2000000,"(39990000.0, 79980000.0)"
893850,THE LONGING,"Mar 5, 2020",200000 - 500000,11.24,"['English', 'German', 'French', 'Portuguese - Brazil', 'Russian', 'Italian', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Japanese', 'Polish']",79,0,4137,342,4143,2526,3213,Studio Seufz,Application Systems Heidelberg,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud","Adventure,Indie,RPG",92,200000,500000,"(2248000.0, 5620000.0)"
1466640,Road 96 🛣️,"Aug 16, 2021",1000000 - 2000000,19.96,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish']",79,0,8618,776,8365,413,345,Digixart,"Digixart,Ravenscourt","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie",92,1000000,2000000,"(19960000.0, 39920000.0)"
323380,The Magic Circle,"Jul 9, 2015",100000 - 200000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",79,0,1219,99,918,100,157,Question,Question,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Simulation,Strategy",92,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
41300,Altitude,"Dec 4, 2009",200000 - 500000,0.0,['English'],79,0,1689,143,626,257,112,Nimbly Games,Nimbly Games,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Stats,Includes level editor","Action,Casual,Free to Play,Indie,Simulation,Strategy",92,200000,500000,"(0.0, 0.0)"
673880,"Warhammer 40,000: Mechanicus","Nov 15, 2018",500000 - 1000000,29.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese']",78,0,9369,799,7808,1033,708,Bulwark Studios,Kasedo Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",Strategy,92,500000,1000000,"(14995000.0, 29990000.0)"
107310,Cthulhu Saves the World,"Jul 13, 2011",500000 - 1000000,2.99,['English'],78,0,3046,260,2828,269,166,Zeboyd Games,Zeboyd Games,"Single-player,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Indie,RPG",92,500000,1000000,"(1495000.0, 2990000.0)"
757320,Atomicrops,"Sep 17, 2020",100000 - 200000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Ukrainian']",78,0,974,81,2267,1990,2825,Bird Bath Games,Raw Fury,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie",92,100000,200000,"(1499000.0, 2998000.0)"
319510,Five Nights at Freddy's,"Aug 19, 2014",1000000 - 2000000,4.99,['English'],78,0,31124,2664,29841,304,116,Scott Cawthon,Scott Cawthon,Single-player,"Indie,Simulation",92,1000000,2000000,"(4990000.0, 9980000.0)"
57690,Tropico 4,"Sep 1, 2011",2000000 - 5000000,14.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Korean']",78,0,10669,964,7511,590,165,Haemimont Games,Kalypso Media Digital,"Single-player,Steam Achievements,Steam Trading Cards","Simulation,Strategy",92,2000000,5000000,"(29980000.0, 74950000.0)"
205190,Rocksmith™,"Oct 16, 2012",200000 - 500000,0.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Dutch']",78,0,1199,111,574,733,359,Ubisoft - San Francisco,Ubisoft,"Single-player,Multi-player,Shared/Split Screen,In-App Purchases","Casual,Simulation",92,200000,500000,"(0.0, 0.0)"
684410,Bridge Constructor Portal,"Dec 20, 2017",200000 - 500000,1.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Czech', 'Ukrainian']",77,0,3767,340,3559,241,122,ClockStone,"Headup,Whisper Games","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Simulation,Strategy",92,200000,500000,"(398000.0, 995000.0)"
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"Sep 13, 2011",2000000 - 5000000,19.99,"['English', 'French', 'German', 'Russian', 'Polish']",76,0,33135,2724,22847,1577,273,Tripwire Interactive,Tripwire Interactive,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Stats,Includes level editor","Action,Massively Multiplayer,Simulation",92,2000000,5000000,"(39980000.0, 99949999.99999999)"
1067540,Röki,"Jul 23, 2020",100000 - 200000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Portuguese - Brazil', 'Russian', 'Polish']",76,0,1707,150,1444,800,1083,Polygon Treehouse,"United Label,CI Games","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",92,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
205910,Tiny and Big: Grandpa's Leftovers,"Jun 19, 2012",500000 - 1000000,1.49,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']",75,0,3681,328,2672,192,169,Black Pants Studio,Black Pants Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Indie,92,500000,1000000,"(745000.0, 1490000.0)"
417290,Ghost of a Tale,"Mar 13, 2018",200000 - 500000,24.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",75,0,3723,305,3268,542,816,SeithCG,SeithCG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG",92,200000,500000,"(4998000.0, 12495000.0)"
465100,LUNA The Shadow Dust,"Feb 13, 2020",50000 - 100000,19.99,"['English', 'Simplified Chinese', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'French', 'Korean', 'Polish', 'Italian', 'Czech', 'Japanese', 'Dutch', 'Greek', 'Portuguese', 'Spanish - Latin America', 'Vietnamese', 'Danish', 'Arabic', 'Bulgarian', 'Hungarian', 'Norwegian', 'Romanian', 'Thai', 'Ukrainian', 'Finnish', 'Swedish', 'Turkish', 'Traditional Chinese']",75,0,1233,111,1051,0,0,Lantern Studio,"Coconut Island Games,Application Systems Heidelberg","Single-player,Steam Achievements,Steam Cloud","Adventure,Casual,Indie",92,50000,100000,"(999499.9999999999, 1998999.9999999998)"
475550,Beholder,"Nov 9, 2016",1000000 - 2000000,9.99,"['English', 'Russian', 'French', 'German', 'Simplified Chinese', 'Italian', 'Traditional Chinese', 'Japanese', 'Polish', 'Spanish - Spain', 'Portuguese - Brazil', 'Dutch', 'Turkish', 'Korean']",75,0,19823,1825,16198,288,193,Warm Lamp Games,Alawar Premium,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,Strategy",92,1000000,2000000,"(9990000.0, 19980000.0)"
42960,Victoria II,"Aug 30, 2010",1000000 - 2000000,19.99,"['English', 'French', 'German']",75,0,14189,1178,12641,2249,548,Paradox Development Studio,Paradox Interactive,"Single-player,Multi-player,Steam Trading Cards",Strategy,92,1000000,2000000,"(19990000.0, 39980000.0)"
323320,Grow Home,"Feb 4, 2015",200000 - 500000,7.99,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",75,0,4579,423,3452,229,179,"Reflections, a Ubisoft Studio",Ubisoft,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Adventure,Casual,Indie",92,200000,500000,"(1598000.0, 3995000.0)"
222880,Insurgency,"Jan 22, 2014",2000000 - 5000000,14.99,"['English', 'French', 'German', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Ukrainian']",74,0,113659,10261,85803,1168,244,New World Interactive,New World Interactive,"Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Includes level editor","Action,Indie,Strategy",92,2000000,5000000,"(29980000.0, 74950000.0)"
55150,"Warhammer 40,000: Space Marine - Anniversary Edition","Sep 5, 2011",2000000 - 5000000,59.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Russian']",74,0,18484,1641,9501,622,256,Relic Entertainment,SEGA,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV",Action,92,2000000,5000000,"(119980000.0, 299950000.0)"
428750,Neon Chrome,"Apr 28, 2016",200000 - 500000,14.99,"['English', 'Finnish', 'German', 'Danish', 'Russian', 'Simplified Chinese']",74,0,988,84,488,212,208,10tons Ltd,10tons Ltd,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,RPG",92,200000,500000,"(2998000.0, 7495000.0)"
38740,EDGE,"Aug 11, 2011",200000 - 500000,6.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Dutch', 'Czech', 'Finnish', 'Polish', 'Portuguese', 'Turkish']",74,0,1886,164,1652,137,45,Two Tribes,Two Tribes Publishing,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Indie",92,200000,500000,"(1398000.0, 3495000.0)"
278360,A Story About My Uncle,"May 28, 2014",5000000 - 10000000,14.99,"['English', 'French', 'Italian', 'German', 'Polish']",73,0,25589,2277,11568,824,242,Gone North Games,Coffee Stain Publishing,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",92,5000000,10000000,"(74950000.0, 149900000.0)"
994140,Lightmatter,"Jan 15, 2020",200000 - 500000,0.0,"['English', 'Danish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",73,0,2014,182,331,233,290,Tunnel Vision Games,Aspyr,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie",92,200000,500000,"(0.0, 0.0)"
361280,Turmoil,"Jun 2, 2016",500000 - 1000000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Hungarian', 'Japanese', 'Korean', 'Turkish']",73,0,9381,765,8319,766,366,Gamious,Gamious,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy",92,500000,1000000,"(4995000.0, 9990000.0)"
983970,Haven,"Dec 3, 2020",100000 - 200000,24.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",73,0,3110,257,2893,381,480,The Game Bakers,The Game Bakers,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Adventure,Indie,RPG",92,100000,200000,"(2499000.0, 4998000.0)"
33930,Arma 2: Operation Arrowhead,"Jun 29, 2010",2000000 - 5000000,19.99,"['English', 'Czech', 'French', 'Italian', 'Spanish - Spain', 'German', 'Polish', 'Russian']",73,0,19874,1657,15661,4405,253,Bohemia Interactive,Bohemia Interactive,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Captions available,Partial Controller Support,Includes level editor","Action,Simulation,Strategy",92,2000000,5000000,"(39980000.0, 99949999.99999999)"
234140,Mad Max,"Sep 1, 2015",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",73,0,58282,5340,40171,1145,685,Avalanche Studios,"Warner Bros. Games,Warner Bros. Interactive Entertainment","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure",92,2000000,5000000,"(39980000.0, 99949999.99999999)"
367450,Poly Bridge,"Jul 12, 2016",1000000 - 2000000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",73,0,13188,1211,12837,265,143,Dry Cactus,Dry Cactus,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation",92,1000000,2000000,"(9990000.0, 19980000.0)"
963000,"The Haunted Island, a Frog Detective Game","Nov 22, 2018",50000 - 100000,4.99,['English'],73,0,2818,229,1470,43,51,"Grace Bruxner,Thomas Bowker","worm club,SUPERHOT PRESENTS","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Adventure,Indie",92,50000,100000,"(249500.0, 499000.0)"
823500,BONEWORKS,"Dec 10, 2019",500000 - 1000000,29.99,['English'],72,0,27514,2418,28320,630,379,Stress Level Zero,Stress Level Zero,"Single-player,Steam Achievements","Action,Adventure,Indie,Simulation",92,500000,1000000,"(14995000.0, 29990000.0)"
6220,FlatOut,"Feb 2, 2007",200000 - 500000,7.49,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",72,0,3552,290,3380,691,63,Bugbear Entertainment,Strategy First,"Single-player,Multi-player",Racing,92,200000,500000,"(1498000.0, 3745000.0)"
2100,Dark Messiah of Might & Magic,"Oct 25, 2006",1000000 - 2000000,9.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",72,0,7630,685,6231,302,234,Arkane Studios,Ubisoft,"Single-player,Multi-player,Valve Anti-Cheat enabled","Action,RPG",92,1000000,2000000,"(9990000.0, 19980000.0)"
301970,Screencheat,"Oct 21, 2014",500000 - 1000000,14.99,"['English', 'French', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese']",71,0,1508,127,652,144,147,Samurai Punk,Samurai Punk,"Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together","Action,Indie",92,500000,1000000,"(7495000.0, 14990000.0)"
320300,Car Mechanic Simulator 2015,"Apr 23, 2015",500000 - 1000000,19.99,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Hungarian', 'Turkish', 'Portuguese - Brazil', 'Czech', 'Dutch']",68,0,12885,1081,11530,1071,512,Red Dot Games,PlayWay S.A.,Single-player,"Racing,Simulation",92,500000,1000000,"(9995000.0, 19990000.0)"
469820,Genital Jousting,"Jan 18, 2018",500000 - 1000000,6.99,['English'],68,0,8353,727,7100,84,69,Free Lives,Devolver Digital,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Captions available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Indie",92,500000,1000000,"(3495000.0, 6990000.0)"
262830,Crimsonland,"Jun 11, 2014",100000 - 200000,13.99,"['English', 'German', 'Russian', 'Simplified Chinese']",68,0,2353,202,1679,599,265,10tons Ltd,10tons Ltd,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Indie,RPG",92,100000,200000,"(1399000.0, 2798000.0)"
233980,UnEpic,"Jul 25, 2014",500000 - 1000000,12.99,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Russian', 'Portuguese', 'Polish', 'Hungarian', 'Czech', 'Portuguese - Brazil', 'Japanese', 'Dutch']",68,0,6890,591,4825,1028,368,@unepic_fran,@unepic_fran,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Tablet","Action,Indie,RPG",92,500000,1000000,"(6495000.0, 12990000.0)"
